locusId	sysName	desc	comb	set1IT002	set1IT003	set1IT004
EKN05_020515	EKN05_020515	DUF484 domain-containing protein	EKN05_020515 DUF484 domain-containing protein	3	0	370
EKN05_020525	EKN05_020525	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	EKN05_020525 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	102	443	393
EKN05_020535	EKN05_020535	hypothetical protein	EKN05_020535 hypothetical protein	1385	821	995
EKN05_020545	EKN05_020545	hypothetical protein	EKN05_020545 hypothetical protein	2646	1864	946
EKN05_020555	EKN05_020555	DUF2628 domain-containing protein	EKN05_020555 DUF2628 domain-containing protein	2	72	1
EKN05_020560	EKN05_020560	hypothetical protein	EKN05_020560 hypothetical protein	810	1069	1583
EKN05_020565	EKN05_020565	EamA family transporter RarD	EKN05_020565 EamA family transporter RarD	733	782	491
EKN05_020570	EKN05_020570	thioesterase family protein	EKN05_020570 thioesterase family protein	114	228	23
EKN05_020575	EKN05_020575	phospholipase A	EKN05_020575 phospholipase A	3208	4424	2398
EKN05_020580	EKN05_020580	ATP-dependent DNA helicase RecQ	EKN05_020580 ATP-dependent DNA helicase RecQ	4387	4681	2415
EKN05_020585	EKN05_020585	threonine export protein RhtC	EKN05_020585 threonine export protein RhtC	1641	1450	721
EKN05_020590	EKN05_020590	homoserine/homoserine lactone efflux protein	EKN05_020590 homoserine/homoserine lactone efflux protein	1036	868	669
EKN05_020595	EKN05_020595	lysophospholipase L2	EKN05_020595 lysophospholipase L2	1335	647	181
EKN05_020600	EKN05_020600	sugar/pyridoxal phosphate phosphatase YigL	EKN05_020600 sugar/pyridoxal phosphate phosphatase YigL	326	365	272
EKN05_020605	EKN05_020605	biotin transporter	EKN05_020605 biotin transporter	257	184	334
EKN05_020610	EKN05_020610	HTH-type transcriptional regulator MetR	EKN05_020610 HTH-type transcriptional regulator MetR	2274	2228	3331
EKN05_020615	EKN05_020615	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	EKN05_020615 5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	2530	3602	2188
EKN05_020620	EKN05_020620	dienelactone hydrolase family protein	EKN05_020620 dienelactone hydrolase family protein	572	624	655
EKN05_020625	EKN05_020625	uridine phosphorylase	EKN05_020625 uridine phosphorylase	1372	835	581
EKN05_020630	EKN05_020630	DNA recombination protein RmuC	EKN05_020630 DNA recombination protein RmuC	1736	1253	580
EKN05_020640	EKN05_020640	ubiquinone biosynthesis protein UbiJ	EKN05_020640 ubiquinone biosynthesis protein UbiJ	222	65	45
EKN05_020655	EKN05_020655	Sec-independent protein translocase subunit TatB	EKN05_020655 Sec-independent protein translocase subunit TatB	594	291	243
EKN05_020665	EKN05_020665	3'-5' ssDNA/RNA exonuclease TatD	EKN05_020665 3'-5' ssDNA/RNA exonuclease TatD	2185	2292	1253
EKN05_020670	EKN05_020670	transcription/translation regulatory transformer protein RfaH	EKN05_020670 transcription/translation regulatory transformer protein RfaH	387	233	180
EKN05_020680	EKN05_020680	NAD(P)H-flavin reductase	EKN05_020680 NAD(P)H-flavin reductase	255	162	210
EKN05_020685	EKN05_020685	acetyl-CoA C-acyltransferase FadA	EKN05_020685 acetyl-CoA C-acyltransferase FadA	860	1078	779
EKN05_020690	EKN05_020690	fatty acid oxidation complex subunit alpha FadB	EKN05_020690 fatty acid oxidation complex subunit alpha FadB	2955	3522	2268
EKN05_020695	EKN05_020695	Xaa-Pro dipeptidase	EKN05_020695 Xaa-Pro dipeptidase	547	787	300
EKN05_020755	EKN05_020755	serine/threonine protein kinase	EKN05_020755 serine/threonine protein kinase	2546	1832	1581
EKN05_020765	EKN05_020765	DUF945 family protein	EKN05_020765 DUF945 family protein	218	198	36
EKN05_020775	EKN05_020775	DUF945 family protein	EKN05_020775 DUF945 family protein	2308	1265	1860
EKN05_020780	EKN05_020780	acyltransferase	EKN05_020780 acyltransferase	1314	1094	1223
EKN05_020805	EKN05_020805	oxygen-independent coproporphyrinogen III oxidase	EKN05_020805 oxygen-independent coproporphyrinogen III oxidase	188	185	128
EKN05_020815	EKN05_020815	nitrogen regulation protein NR(I)	EKN05_020815 nitrogen regulation protein NR(I)	404	522	44
EKN05_021150	EKN05_021150	MFS transporter	EKN05_021150 MFS transporter	254	147	302
EKN05_021155	EKN05_021155	AsmA family protein	EKN05_021155 AsmA family protein	4955	3478	2174
EKN05_021160	EKN05_021160	cyclic-guanylate-specific phosphodiesterase	EKN05_021160 cyclic-guanylate-specific phosphodiesterase	8271	8157	2857
EKN05_021165	EKN05_021165	sugar kinase	EKN05_021165 sugar kinase	586	389	77
EKN05_021175	EKN05_021175	dicarboxylate/amino acid:cation symporter	EKN05_021175 dicarboxylate/amino acid:cation symporter	8571	5876	3916
EKN05_021180	EKN05_021180	biofilm formation regulator HmsP	EKN05_021180 biofilm formation regulator HmsP	9474	5790	3295
EKN05_021185	EKN05_021185	cellulose biosynthesis protein BcsC	EKN05_021185 cellulose biosynthesis protein BcsC	3649	2354	3337
EKN05_021190	EKN05_021190	cellulose synthase	EKN05_021190 cellulose synthase	84	210	37
EKN05_021200	EKN05_021200	cellulase	EKN05_021200 cellulase	85	199	25
EKN05_021205	EKN05_021205	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	EKN05_021205 cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	6006	5241	3676
EKN05_021210	EKN05_021210	UDP-forming cellulose synthase catalytic subunit	EKN05_021210 UDP-forming cellulose synthase catalytic subunit	6397	5908	3307
EKN05_021215	EKN05_021215	cellulose biosynthesis protein BcsQ	EKN05_021215 cellulose biosynthesis protein BcsQ	1350	1500	527
EKN05_021225	EKN05_021225	hypothetical protein	EKN05_021225 hypothetical protein	270	244	15
EKN05_021235	EKN05_021235	cellulose biosynthesis protein BcsE	EKN05_021235 cellulose biosynthesis protein BcsE	559	581	229
EKN05_021245	EKN05_021245	cellulose biosynthesis protein BcsG	EKN05_021245 cellulose biosynthesis protein BcsG	1517	684	535
EKN05_021265	EKN05_021265	integrase	EKN05_021265 integrase	319	447	88
EKN05_021275	EKN05_021275	transporter	EKN05_021275 transporter	894	577	711
EKN05_021280	EKN05_021280	dipeptide ABC transporter ATP binding subunit DppF	EKN05_021280 dipeptide ABC transporter ATP binding subunit DppF	1196	731	977
EKN05_021285	EKN05_021285	dipeptide ABC transporter ATP-binding protein	EKN05_021285 dipeptide ABC transporter ATP-binding protein	367	605	257
EKN05_021290	EKN05_021290	dipeptide ABC transporter permease DppC	EKN05_021290 dipeptide ABC transporter permease DppC	10960	11126	3364
EKN05_021295	EKN05_021295	dipeptide ABC transporter permease DppB	EKN05_021295 dipeptide ABC transporter permease DppB	2027	1732	411
EKN05_021305	EKN05_021305	dipeptide ABC transporter substrate-binding protein DppA	EKN05_021305 dipeptide ABC transporter substrate-binding protein DppA	338	184	134
EKN05_021315	EKN05_021315	kdo(2)-lipid A phosphoethanolamine 7''-transferase	EKN05_021315 kdo(2)-lipid A phosphoethanolamine 7''-transferase	7753	6086	3375
EKN05_021320	EKN05_021320	MFS transporter	EKN05_021320 MFS transporter	407	163	99
EKN05_021325	EKN05_021325	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_021325 autotransporter outer membrane beta-barrel domain-containing protein	1060	608	703
EKN05_021330	EKN05_021330	DNA-3-methyladenine glycosylase I	EKN05_021330 DNA-3-methyladenine glycosylase I	257	30	58
EKN05_021335	EKN05_021335	N-acetyltransferase	EKN05_021335 N-acetyltransferase	278	281	72
EKN05_021340	EKN05_021340	molybdopterin guanine dinucleotide-containing S/N-oxide reductase	EKN05_021340 molybdopterin guanine dinucleotide-containing S/N-oxide reductase	6953	6308	3340
EKN05_021345	EKN05_021345	OmpA family lipoprotein	EKN05_021345 OmpA family lipoprotein	6	111	112
EKN05_021350	EKN05_021350	glyoxylate/hydroxypyruvate reductase GhrB	EKN05_021350 glyoxylate/hydroxypyruvate reductase GhrB	1606	1029	872
EKN05_021355	EKN05_021355	DUF3053 domain-containing protein	EKN05_021355 DUF3053 domain-containing protein	721	794	308
EKN05_021360	EKN05_021360	HTH-type transcriptional regulator	EKN05_021360 HTH-type transcriptional regulator	148	96	343
EKN05_021385	EKN05_021385	efflux RND transporter periplasmic adaptor subunit	EKN05_021385 efflux RND transporter periplasmic adaptor subunit	1744	964	481
EKN05_021390	EKN05_021390	hypothetical protein	EKN05_021390 hypothetical protein	202	156	26
EKN05_021395	EKN05_021395	acid resistance transcriptional activator GadE	EKN05_021395 acid resistance transcriptional activator GadE	129	123	156
EKN05_021415	EKN05_021415	MgtC/SapB family protein	EKN05_021415 MgtC/SapB family protein	2551	2254	793
EKN05_021420	EKN05_021420	helix-turn-helix transcriptional regulator	EKN05_021420 helix-turn-helix transcriptional regulator	161	246	1160
EKN05_021425	EKN05_021425	outer membrane lipoprotein Slp	EKN05_021425 outer membrane lipoprotein Slp	434	329	107
EKN05_021430	EKN05_021430	hypothetical protein	EKN05_021430 hypothetical protein	7764	6743	2445
EKN05_021435	EKN05_021435	permease	EKN05_021435 permease	1435	1374	1352
EKN05_021445	EKN05_021445	ArsR family transcriptional regulator	EKN05_021445 ArsR family transcriptional regulator	13157	9957	4015
EKN05_021450	EKN05_021450	arsenate reductase	EKN05_021450 arsenate reductase	1156	583	696
EKN05_021455	EKN05_021455	arsenite/antimonite:H(+) antiporter ArsB	EKN05_021455 arsenite/antimonite:H(+) antiporter ArsB	709	951	940
EKN05_021470	EKN05_021470	glutathione-disulfide reductase	EKN05_021470 glutathione-disulfide reductase	3241	2594	1215
EKN05_021475	EKN05_021475	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	EKN05_021475 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	1564	755	1031
EKN05_021555	EKN05_021555	IS3-like element IS2 family transposase	EKN05_021555 IS3-like element IS2 family transposase	3	47	25
EKN05_021560	EKN05_021560	fimbrial biogenesis outer membrane usher protein	EKN05_021560 fimbrial biogenesis outer membrane usher protein	2777	2711	1393
EKN05_021565	EKN05_021565	hypothetical protein	EKN05_021565 hypothetical protein	1070	570	868
EKN05_021585	EKN05_021585	DUF2776 family protein	EKN05_021585 DUF2776 family protein	26559	15123	5728
EKN05_021590	EKN05_021590	DUF4049 domain-containing protein	EKN05_021590 DUF4049 domain-containing protein	111	197	196
EKN05_021600	EKN05_021600	HlyD family secretion protein	EKN05_021600 HlyD family secretion protein	935	508	405
EKN05_021605	EKN05_021605	ribosome-associated ATPase	EKN05_021605 ribosome-associated ATPase	3449	3036	2166
EKN05_021610	EKN05_021610	ABC-2 transporter permease	EKN05_021610 ABC-2 transporter permease	1178	707	926
EKN05_021615	EKN05_021615	type II toxin-antitoxin system HicA family toxin	EKN05_021615 type II toxin-antitoxin system HicA family toxin	4913	3486	2128
EKN05_021620	EKN05_021620	type II toxin-antitoxin system HicB family antitoxin	EKN05_021620 type II toxin-antitoxin system HicB family antitoxin	334	166	17
EKN05_021625	EKN05_021625	nickel-responsive transcriptional regulator NikR	EKN05_021625 nickel-responsive transcriptional regulator NikR	785	493	280
EKN05_021635	EKN05_021635	nickel import ATP-binding protein NikD	EKN05_021635 nickel import ATP-binding protein NikD	716	75	106
EKN05_021640	EKN05_021640	nickel ABC transporter permease subunit NikC	EKN05_021640 nickel ABC transporter permease subunit NikC	1520	1016	1197
EKN05_021645	EKN05_021645	nickel ABC transporter permease subunit NikB	EKN05_021645 nickel ABC transporter permease subunit NikB	623	404	601
EKN05_021650	EKN05_021650	nickel ABC transporter, nickel/metallophore periplasmic binding protein	EKN05_021650 nickel ABC transporter, nickel/metallophore periplasmic binding protein	706	480	186
EKN05_021655	EKN05_021655	4'-phosphopantetheinyl transferase AcpT	EKN05_021655 4'-phosphopantetheinyl transferase AcpT	1078	794	504
EKN05_021660	EKN05_021660	AI-2E family transporter	EKN05_021660 AI-2E family transporter	2660	2093	1407
EKN05_021665	EKN05_021665	MFS transporter	EKN05_021665 MFS transporter	241	373	348
EKN05_021670	EKN05_021670	phage sensitivity protein DcrB	EKN05_021670 phage sensitivity protein DcrB	1230	747	443
EKN05_021675	EKN05_021675	7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	EKN05_021675 7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	452	182	279
EKN05_021685	EKN05_021685	Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA	EKN05_021685 Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA	13091	10436	6643
EKN05_021690	EKN05_021690	lysoplasmalogenase	EKN05_021690 lysoplasmalogenase	2592	1517	2286
EKN05_021700	EKN05_021700	DUF1145 family protein	EKN05_021700 DUF1145 family protein	386	118	324
EKN05_021730	EKN05_021730	branched-chain amino acid ABC transporter substrate-binding protein	EKN05_021730 branched-chain amino acid ABC transporter substrate-binding protein	4764	3450	1827
EKN05_021735	EKN05_021735	aspartate 1-decarboxylase autocleavage activator PanM	EKN05_021735 aspartate 1-decarboxylase autocleavage activator PanM	1163	769	204
EKN05_021740	EKN05_021740	high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK	EKN05_021740 high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK	199	120	144
EKN05_021745	EKN05_021745	high-affinity branched-chain amino acid ABC transporter permease LivH	EKN05_021745 high-affinity branched-chain amino acid ABC transporter permease LivH	222	357	138
EKN05_021750	EKN05_021750	high-affinity branched-chain amino acid ABC transporter permease LivM	EKN05_021750 high-affinity branched-chain amino acid ABC transporter permease LivM	1	87	21
EKN05_021755	EKN05_021755	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	EKN05_021755 high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	225	197	7
EKN05_021775	EKN05_021775	sn-glycerol-3-phosphate ABC transporter permease UgpE	EKN05_021775 sn-glycerol-3-phosphate ABC transporter permease UgpE	288	382	302
EKN05_021780	EKN05_021780	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	EKN05_021780 sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	278	61	0
EKN05_021785	EKN05_021785	glycerophosphodiester phosphodiesterase	EKN05_021785 glycerophosphodiester phosphodiesterase	455	664	651
EKN05_021790	EKN05_021790	DUF2756 family protein	EKN05_021790 DUF2756 family protein	881	635	588
EKN05_021875	EKN05_021875	glycerol-3-phosphate dehydrogenase	EKN05_021875 glycerol-3-phosphate dehydrogenase	1241	734	555
EKN05_021885	EKN05_021885	rhomboid family intramembrane serine protease GlpG	EKN05_021885 rhomboid family intramembrane serine protease GlpG	1476	1927	1445
EKN05_021890	EKN05_021890	DeoR/GlpR family transcriptional regulator	EKN05_021890 DeoR/GlpR family transcriptional regulator	455	258	37
EKN05_021895	EKN05_021895	sigma 54-dependent transcriptional regulator	EKN05_021895 sigma 54-dependent transcriptional regulator	6215	6096	2923
EKN05_021900	EKN05_021900	RtcB family protein	EKN05_021900 RtcB family protein	1541	937	874
EKN05_021905	EKN05_021905	RNA 3'-terminal phosphate cyclase	EKN05_021905 RNA 3'-terminal phosphate cyclase	881	499	521
EKN05_021910	EKN05_021910	HTH-type transcriptional regulator MalT	EKN05_021910 HTH-type transcriptional regulator MalT	1210	857	1093
EKN05_021915	EKN05_021915	maltodextrin phosphorylase	EKN05_021915 maltodextrin phosphorylase	11783	12823	8271
EKN05_021920	EKN05_021920	4-alpha-glucanotransferase	EKN05_021920 4-alpha-glucanotransferase	1671	1576	775
EKN05_021925	EKN05_021925	gluconate transporter	EKN05_021925 gluconate transporter	854	972	351
EKN05_021935	EKN05_021935	DNA utilization protein GntX	EKN05_021935 DNA utilization protein GntX	841	1039	481
EKN05_021940	EKN05_021940	pimeloyl-ACP methyl ester esterase BioH	EKN05_021940 pimeloyl-ACP methyl ester esterase BioH	3562	3244	1126
EKN05_021950	EKN05_021950	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	EKN05_021950 AbrB/MazE/SpoVT family DNA-binding domain-containing protein	526	633	24
EKN05_022020	EKN05_022020	GMP/IMP nucleotidase	EKN05_022020 GMP/IMP nucleotidase	2110	1920	2013
EKN05_022035	EKN05_022035	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	EKN05_022035 peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	8093	5890	4551
EKN05_022040	EKN05_022040	DNA utilization protein HofM	EKN05_022040 DNA utilization protein HofM	293	488	344
EKN05_022045	EKN05_022045	DNA utilization protein HofN	EKN05_022045 DNA utilization protein HofN	10633	9014	4886
EKN05_022050	EKN05_022050	DNA utilization protein HofO	EKN05_022050 DNA utilization protein HofO	262	466	419
EKN05_022055	EKN05_022055	DNA utilization protein HofP	EKN05_022055 DNA utilization protein HofP	2052	1747	1427
EKN05_022060	EKN05_022060	DNA transporter HofQ	EKN05_022060 DNA transporter HofQ	47	258	301
EKN05_022070	EKN05_022070	3-dehydroquinate synthase	EKN05_022070 3-dehydroquinate synthase	248	189	45
EKN05_022075	EKN05_022075	cell division protein DamX	EKN05_022075 cell division protein DamX	196	259	148
EKN05_022080	EKN05_022080	adenine-specific DNA-methyltransferase	EKN05_022080 adenine-specific DNA-methyltransferase	70	85	23
EKN05_022090	EKN05_022090	phosphoglycolate phosphatase	EKN05_022090 phosphoglycolate phosphatase	691	752	495
EKN05_022100	EKN05_022100	hypothetical protein	EKN05_022100 hypothetical protein	2519	1716	848
EKN05_022715	EKN05_022715	metalloprotease TldD	EKN05_022715 metalloprotease TldD	3043	3994	1275
EKN05_022720	EKN05_022720	HTH-type transcriptional activator AaeR	EKN05_022720 HTH-type transcriptional activator AaeR	451	340	516
EKN05_022725	EKN05_022725	DUF1656 domain-containing protein	EKN05_022725 DUF1656 domain-containing protein	64	93	187
EKN05_022730	EKN05_022730	p-hydroxybenzoic acid efflux pump subunit AaeA	EKN05_022730 p-hydroxybenzoic acid efflux pump subunit AaeA	237	117	217
EKN05_022735	EKN05_022735	p-hydroxybenzoic acid efflux pump subunit AaeB	EKN05_022735 p-hydroxybenzoic acid efflux pump subunit AaeB	1431	1507	1732
EKN05_022740	EKN05_022740	hypothetical protein	EKN05_022740 hypothetical protein	7	29	40
EKN05_022745	EKN05_022745	peroxide/acid stress response protein YhcN	EKN05_022745 peroxide/acid stress response protein YhcN	2	34	3
EKN05_022765	EKN05_022765	serine endoprotease DegQ	EKN05_022765 serine endoprotease DegQ	3324	3026	2136
EKN05_022770	EKN05_022770	DUF1043 family protein	EKN05_022770 DUF1043 family protein	601	658	871
EKN05_022775	EKN05_022775	cell division protein ZapE	EKN05_022775 cell division protein ZapE	2694	2064	1802
EKN05_022790	EKN05_022790	stringent starvation protein A	EKN05_022790 stringent starvation protein A	4110	2929	2472
EKN05_022795	EKN05_022795	ClpXP protease specificity-enhancing factor	EKN05_022795 ClpXP protease specificity-enhancing factor	353	567	73
EKN05_022800	EKN05_022800	C4-dicarboxylate transporter DcuC	EKN05_022800 C4-dicarboxylate transporter DcuC	1046	680	651
EKN05_022810	EKN05_022810	transcriptional regulator NanR	EKN05_022810 transcriptional regulator NanR	200	296	172
EKN05_022815	EKN05_022815	N-acetylneuraminate lyase	EKN05_022815 N-acetylneuraminate lyase	4714	3455	3702
EKN05_022820	EKN05_022820	sialic acid transporter NanT	EKN05_022820 sialic acid transporter NanT	930	994	688
EKN05_022825	EKN05_022825	N-acetylmannosamine-6-phosphate 2-epimerase	EKN05_022825 N-acetylmannosamine-6-phosphate 2-epimerase	6	53	35
EKN05_022830	EKN05_022830	N-acetylmannosamine kinase	EKN05_022830 N-acetylmannosamine kinase	7937	7580	3207
EKN05_022840	EKN05_022840	IS3 family transposase	EKN05_022840 IS3 family transposase	87	122	0
EKN05_022845	EKN05_022845	DUF1016 family protein	EKN05_022845 DUF1016 family protein	588	173	0
EKN05_022860	EKN05_022860	TIGR01212 family radical SAM protein	EKN05_022860 TIGR01212 family radical SAM protein	1449	1355	1165
EKN05_022870	EKN05_022870	isoprenoid biosynthesis glyoxalase ElbB	EKN05_022870 isoprenoid biosynthesis glyoxalase ElbB	2334	2910	836
EKN05_022875	EKN05_022875	monofunctional biosynthetic peptidoglycan transglycosylase	EKN05_022875 monofunctional biosynthetic peptidoglycan transglycosylase	321	118	26
EKN05_022880	EKN05_022880	PhoP regulatory network protein YrbL	EKN05_022880 PhoP regulatory network protein YrbL	118	656	177
EKN05_022895	EKN05_022895	PTS IIA-like nitrogen regulatory protein PtsN	EKN05_022895 PTS IIA-like nitrogen regulatory protein PtsN	141	156	69
EKN05_022900	EKN05_022900	ribosome hibernation promoting factor	EKN05_022900 ribosome hibernation promoting factor	1481	796	756
EKN05_022930	EKN05_022930	arabinose-5-phosphate isomerase KdsD	EKN05_022930 arabinose-5-phosphate isomerase KdsD	117	52	0
EKN05_022935	EKN05_022935	calcium/sodium antiporter	EKN05_022935 calcium/sodium antiporter	450	508	122
EKN05_022940	EKN05_022940	phospholipid ABC transporter ATP-binding protein MlaF	EKN05_022940 phospholipid ABC transporter ATP-binding protein MlaF	936	919	220
EKN05_022950	EKN05_022950	outer membrane lipid asymmetry maintenance protein MlaD	EKN05_022950 outer membrane lipid asymmetry maintenance protein MlaD	304	347	222
EKN05_022955	EKN05_022955	phospholipid-binding protein MlaC	EKN05_022955 phospholipid-binding protein MlaC	197	48	323
EKN05_022960	EKN05_022960	lipid asymmetry maintenance protein MlaB	EKN05_022960 lipid asymmetry maintenance protein MlaB	0	30	0
EKN05_023005	EKN05_023005	serine-type D-Ala-D-Ala carboxypeptidase	EKN05_023005 serine-type D-Ala-D-Ala carboxypeptidase	6074	6284	3348
EKN05_023010	EKN05_023010	transcription elongation factor GreA	EKN05_023010 transcription elongation factor GreA	97	67	0
EKN05_023015	EKN05_023015	ribosome assembly RNA-binding protein YhbY	EKN05_023015 ribosome assembly RNA-binding protein YhbY	397	383	60
EKN05_023300	EKN05_023300	enamine/imine deaminase	EKN05_023300 enamine/imine deaminase	3937	4328	2124
EKN05_023305	EKN05_023305	L-serine ammonia-lyase	EKN05_023305 L-serine ammonia-lyase	4140	3853	2613
EKN05_023310	EKN05_023310	HAAAP family serine/threonine permease	EKN05_023310 HAAAP family serine/threonine permease	158	679	473
EKN05_023315	EKN05_023315	serine dehydratase subunit alpha family protein	EKN05_023315 serine dehydratase subunit alpha family protein	1786	1060	406
EKN05_023325	EKN05_023325	pirin family protein	EKN05_023325 pirin family protein	17	36	16
EKN05_023330	EKN05_023330	LysR family transcriptional regulator	EKN05_023330 LysR family transcriptional regulator	368	218	640
EKN05_023340	EKN05_023340	glutathione S-transferase family protein	EKN05_023340 glutathione S-transferase family protein	1260	811	814
EKN05_023350	EKN05_023350	hypothetical protein	EKN05_023350 hypothetical protein	178	276	86
EKN05_023360	EKN05_023360	DUF883 domain-containing protein	EKN05_023360 DUF883 domain-containing protein	196	267	63
EKN05_023370	EKN05_023370	EnvZ/OmpR regulon moderator MzrA	EKN05_023370 EnvZ/OmpR regulon moderator MzrA	2334	1873	2099
EKN05_023375	EKN05_023375	DedA family protein	EKN05_023375 DedA family protein	155	242	328
EKN05_024305	EKN05_024305	protein kinase OspG	EKN05_024305 protein kinase OspG	1821	1317	1463
EKN05_024310	EKN05_024310	type II toxin-antitoxin system RelE/ParE family toxin	EKN05_024310 type II toxin-antitoxin system RelE/ParE family toxin	460	801	602
EKN05_024320	EKN05_024320	T3SS effector E3 ubiquitin-protein ligase IpaH9.8	EKN05_024320 T3SS effector E3 ubiquitin-protein ligase IpaH9.8	1644	2237	1091
EKN05_024330	EKN05_024330	type II toxin-antitoxin system toxin CcdB	EKN05_024330 type II toxin-antitoxin system toxin CcdB	158	183	32
EKN05_024350	EKN05_024350	IS1 family transposase	EKN05_024350 IS1 family transposase	1	76	6
EKN05_024355	EKN05_024355	hypothetical protein	EKN05_024355 hypothetical protein	723	650	740
EKN05_024360	EKN05_024360	hypothetical protein	EKN05_024360 hypothetical protein	359	306	169
EKN05_024390	EKN05_024390	IS110 family transposase	EKN05_024390 IS110 family transposase	3792	3265	4503
EKN05_024395	EKN05_024395	hypothetical protein	EKN05_024395 hypothetical protein	403	646	276
EKN05_024400	EKN05_024400	hypothetical protein	EKN05_024400 hypothetical protein	2525	2486	2311
EKN05_024405	EKN05_024405	DUF1380 domain-containing protein	EKN05_024405 DUF1380 domain-containing protein	116	182	91
EKN05_024410	EKN05_024410	hypothetical protein	EKN05_024410 hypothetical protein	401	411	567
EKN05_024415	EKN05_024415	DNA methylase	EKN05_024415 DNA methylase	549	362	241
EKN05_024425	EKN05_024425	DUF1281 domain-containing protein	EKN05_024425 DUF1281 domain-containing protein	2115	2187	1361
EKN05_024430	EKN05_024430	hypothetical protein	EKN05_024430 hypothetical protein	1777	1741	1516
EKN05_024435	EKN05_024435	plasmid stabilization protein	EKN05_024435 plasmid stabilization protein	2582	2218	2584
EKN05_024440	EKN05_024440	plasmid stabilization protein	EKN05_024440 plasmid stabilization protein	4	124	181
EKN05_024445	EKN05_024445	type II toxin-antitoxin system RelB/DinJ family antitoxin	EKN05_024445 type II toxin-antitoxin system RelB/DinJ family antitoxin	625	333	221
EKN05_024455	EKN05_024455	phosphatase PAP2 family protein	EKN05_024455 phosphatase PAP2 family protein	1392	1127	1432
EKN05_024475	EKN05_024475	transposase domain-containing protein	EKN05_024475 transposase domain-containing protein	2	0	0
EKN05_024480	EKN05_024480	hypothetical protein	EKN05_024480 hypothetical protein	188	165	1
EKN05_024485	EKN05_024485	bifunctional UDP-sugar hydrolase/5'-nucleotidase	EKN05_024485 bifunctional UDP-sugar hydrolase/5'-nucleotidase	638	1175	524
EKN05_024495	EKN05_024495	hypothetical protein	EKN05_024495 hypothetical protein	338	415	294
EKN05_024500	EKN05_024500	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_024500 autotransporter outer membrane beta-barrel domain-containing protein	7862	8351	5630
EKN05_024505	EKN05_024505	cysteine protease	EKN05_024505 cysteine protease	682	1508	969
EKN05_024510	EKN05_024510	IS3 family transposase	EKN05_024510 IS3 family transposase	161	29	0
EKN05_024515	EKN05_024515	IS3 family transposase	EKN05_024515 IS3 family transposase	1821	1344	1068
EKN05_024520	EKN05_024520	hypothetical protein	EKN05_024520 hypothetical protein	613	1258	502
EKN05_024525	EKN05_024525	reverse transcriptase	EKN05_024525 reverse transcriptase	1863	962	1350
EKN05_024530	EKN05_024530	transposase	EKN05_024530 transposase	3646	3228	1934
EKN05_024535	EKN05_024535	transposase	EKN05_024535 transposase	843	616	778
EKN05_024545	EKN05_024545	ISL3 family transposase	EKN05_024545 ISL3 family transposase	374	509	165
EKN05_024565	EKN05_024565	IS110 family transposase	EKN05_024565 IS110 family transposase	901	1041	858
EKN05_024570	EKN05_024570	hypothetical protein	EKN05_024570 hypothetical protein	468	334	418
EKN05_024575	EKN05_024575	IS630 family transposase	EKN05_024575 IS630 family transposase	339	175	40
EKN05_024580	EKN05_024580	hypothetical protein	EKN05_024580 hypothetical protein	1276	924	910
EKN05_024620	EKN05_024620	IS3-like element ISSfl11 family transposase	EKN05_024620 IS3-like element ISSfl11 family transposase	140	39	217
EKN05_024625	EKN05_024625	hypothetical protein	EKN05_024625 hypothetical protein	175	426	34
EKN05_024630	EKN05_024630	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	EKN05_024630 EscU/YscU/HrcU family type III secretion system export apparatus switch protein	465	772	613
EKN05_024635	EKN05_024635	EscT/YscT/HrcT family type III secretion system export apparatus protein	EKN05_024635 EscT/YscT/HrcT family type III secretion system export apparatus protein	902	1444	706
EKN05_024640	EKN05_024640	EscS/YscS/HrcS family type III secretion system export apparatus protein	EKN05_024640 EscS/YscS/HrcS family type III secretion system export apparatus protein	313	241	70
