locusId	sysName	desc	comb
EKN05_022735	EKN05_022735	p-hydroxybenzoic acid efflux pump subunit AaeB	EKN05_022735 p-hydroxybenzoic acid efflux pump subunit AaeB
EKN05_022740	EKN05_022740	hypothetical protein	EKN05_022740 hypothetical protein
EKN05_022745	EKN05_022745	peroxide/acid stress response protein YhcN	EKN05_022745 peroxide/acid stress response protein YhcN
EKN05_022765	EKN05_022765	serine endoprotease DegQ	EKN05_022765 serine endoprotease DegQ
EKN05_022770	EKN05_022770	DUF1043 family protein	EKN05_022770 DUF1043 family protein
EKN05_022775	EKN05_022775	cell division protein ZapE	EKN05_022775 cell division protein ZapE
EKN05_022790	EKN05_022790	stringent starvation protein A	EKN05_022790 stringent starvation protein A
EKN05_022795	EKN05_022795	ClpXP protease specificity-enhancing factor	EKN05_022795 ClpXP protease specificity-enhancing factor
EKN05_022800	EKN05_022800	C4-dicarboxylate transporter DcuC	EKN05_022800 C4-dicarboxylate transporter DcuC
EKN05_022810	EKN05_022810	transcriptional regulator NanR	EKN05_022810 transcriptional regulator NanR
EKN05_022815	EKN05_022815	N-acetylneuraminate lyase	EKN05_022815 N-acetylneuraminate lyase
EKN05_022820	EKN05_022820	sialic acid transporter NanT	EKN05_022820 sialic acid transporter NanT
EKN05_022825	EKN05_022825	N-acetylmannosamine-6-phosphate 2-epimerase	EKN05_022825 N-acetylmannosamine-6-phosphate 2-epimerase
EKN05_022830	EKN05_022830	N-acetylmannosamine kinase	EKN05_022830 N-acetylmannosamine kinase
EKN05_022840	EKN05_022840	IS3 family transposase	EKN05_022840 IS3 family transposase
EKN05_022845	EKN05_022845	DUF1016 family protein	EKN05_022845 DUF1016 family protein
EKN05_022860	EKN05_022860	TIGR01212 family radical SAM protein	EKN05_022860 TIGR01212 family radical SAM protein
EKN05_022870	EKN05_022870	isoprenoid biosynthesis glyoxalase ElbB	EKN05_022870 isoprenoid biosynthesis glyoxalase ElbB
EKN05_022875	EKN05_022875	monofunctional biosynthetic peptidoglycan transglycosylase	EKN05_022875 monofunctional biosynthetic peptidoglycan transglycosylase
EKN05_022880	EKN05_022880	PhoP regulatory network protein YrbL	EKN05_022880 PhoP regulatory network protein YrbL
EKN05_022895	EKN05_022895	PTS IIA-like nitrogen regulatory protein PtsN	EKN05_022895 PTS IIA-like nitrogen regulatory protein PtsN
EKN05_022900	EKN05_022900	ribosome hibernation promoting factor	EKN05_022900 ribosome hibernation promoting factor
EKN05_022930	EKN05_022930	arabinose-5-phosphate isomerase KdsD	EKN05_022930 arabinose-5-phosphate isomerase KdsD
EKN05_022935	EKN05_022935	calcium/sodium antiporter	EKN05_022935 calcium/sodium antiporter
EKN05_022940	EKN05_022940	phospholipid ABC transporter ATP-binding protein MlaF	EKN05_022940 phospholipid ABC transporter ATP-binding protein MlaF
EKN05_022950	EKN05_022950	outer membrane lipid asymmetry maintenance protein MlaD	EKN05_022950 outer membrane lipid asymmetry maintenance protein MlaD
EKN05_022955	EKN05_022955	phospholipid-binding protein MlaC	EKN05_022955 phospholipid-binding protein MlaC
EKN05_022960	EKN05_022960	lipid asymmetry maintenance protein MlaB	EKN05_022960 lipid asymmetry maintenance protein MlaB
EKN05_023005	EKN05_023005	serine-type D-Ala-D-Ala carboxypeptidase	EKN05_023005 serine-type D-Ala-D-Ala carboxypeptidase
EKN05_023010	EKN05_023010	transcription elongation factor GreA	EKN05_023010 transcription elongation factor GreA
EKN05_023015	EKN05_023015	ribosome assembly RNA-binding protein YhbY	EKN05_023015 ribosome assembly RNA-binding protein YhbY
EKN05_023300	EKN05_023300	enamine/imine deaminase	EKN05_023300 enamine/imine deaminase
EKN05_023305	EKN05_023305	L-serine ammonia-lyase	EKN05_023305 L-serine ammonia-lyase
EKN05_023310	EKN05_023310	HAAAP family serine/threonine permease	EKN05_023310 HAAAP family serine/threonine permease
EKN05_023315	EKN05_023315	serine dehydratase subunit alpha family protein	EKN05_023315 serine dehydratase subunit alpha family protein
EKN05_023325	EKN05_023325	pirin family protein	EKN05_023325 pirin family protein
EKN05_023330	EKN05_023330	LysR family transcriptional regulator	EKN05_023330 LysR family transcriptional regulator
EKN05_023340	EKN05_023340	glutathione S-transferase family protein	EKN05_023340 glutathione S-transferase family protein
EKN05_023350	EKN05_023350	hypothetical protein	EKN05_023350 hypothetical protein
EKN05_023360	EKN05_023360	DUF883 domain-containing protein	EKN05_023360 DUF883 domain-containing protein
EKN05_023370	EKN05_023370	EnvZ/OmpR regulon moderator MzrA	EKN05_023370 EnvZ/OmpR regulon moderator MzrA
EKN05_023375	EKN05_023375	DedA family protein	EKN05_023375 DedA family protein
EKN05_024305	EKN05_024305	protein kinase OspG	EKN05_024305 protein kinase OspG
EKN05_024310	EKN05_024310	type II toxin-antitoxin system RelE/ParE family toxin	EKN05_024310 type II toxin-antitoxin system RelE/ParE family toxin
EKN05_024320	EKN05_024320	T3SS effector E3 ubiquitin-protein ligase IpaH9.8	EKN05_024320 T3SS effector E3 ubiquitin-protein ligase IpaH9.8
EKN05_024330	EKN05_024330	type II toxin-antitoxin system toxin CcdB	EKN05_024330 type II toxin-antitoxin system toxin CcdB
EKN05_024350	EKN05_024350	IS1 family transposase	EKN05_024350 IS1 family transposase
EKN05_024355	EKN05_024355	hypothetical protein	EKN05_024355 hypothetical protein
EKN05_024360	EKN05_024360	hypothetical protein	EKN05_024360 hypothetical protein
EKN05_024390	EKN05_024390	IS110 family transposase	EKN05_024390 IS110 family transposase
EKN05_024395	EKN05_024395	hypothetical protein	EKN05_024395 hypothetical protein
EKN05_024400	EKN05_024400	hypothetical protein	EKN05_024400 hypothetical protein
EKN05_024405	EKN05_024405	DUF1380 domain-containing protein	EKN05_024405 DUF1380 domain-containing protein
EKN05_024410	EKN05_024410	hypothetical protein	EKN05_024410 hypothetical protein
EKN05_024415	EKN05_024415	DNA methylase	EKN05_024415 DNA methylase
EKN05_024425	EKN05_024425	DUF1281 domain-containing protein	EKN05_024425 DUF1281 domain-containing protein
EKN05_024430	EKN05_024430	hypothetical protein	EKN05_024430 hypothetical protein
EKN05_024435	EKN05_024435	plasmid stabilization protein	EKN05_024435 plasmid stabilization protein
EKN05_024440	EKN05_024440	plasmid stabilization protein	EKN05_024440 plasmid stabilization protein
EKN05_024445	EKN05_024445	type II toxin-antitoxin system RelB/DinJ family antitoxin	EKN05_024445 type II toxin-antitoxin system RelB/DinJ family antitoxin
EKN05_024455	EKN05_024455	phosphatase PAP2 family protein	EKN05_024455 phosphatase PAP2 family protein
EKN05_024475	EKN05_024475	transposase domain-containing protein	EKN05_024475 transposase domain-containing protein
EKN05_024480	EKN05_024480	hypothetical protein	EKN05_024480 hypothetical protein
EKN05_024485	EKN05_024485	bifunctional UDP-sugar hydrolase/5'-nucleotidase	EKN05_024485 bifunctional UDP-sugar hydrolase/5'-nucleotidase
EKN05_024495	EKN05_024495	hypothetical protein	EKN05_024495 hypothetical protein
EKN05_024500	EKN05_024500	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_024500 autotransporter outer membrane beta-barrel domain-containing protein
EKN05_024505	EKN05_024505	cysteine protease	EKN05_024505 cysteine protease
EKN05_024510	EKN05_024510	IS3 family transposase	EKN05_024510 IS3 family transposase
EKN05_024515	EKN05_024515	IS3 family transposase	EKN05_024515 IS3 family transposase
EKN05_024520	EKN05_024520	hypothetical protein	EKN05_024520 hypothetical protein
EKN05_024525	EKN05_024525	reverse transcriptase	EKN05_024525 reverse transcriptase
EKN05_024530	EKN05_024530	transposase	EKN05_024530 transposase
EKN05_024535	EKN05_024535	transposase	EKN05_024535 transposase
EKN05_024545	EKN05_024545	ISL3 family transposase	EKN05_024545 ISL3 family transposase
EKN05_024565	EKN05_024565	IS110 family transposase	EKN05_024565 IS110 family transposase
EKN05_024570	EKN05_024570	hypothetical protein	EKN05_024570 hypothetical protein
EKN05_024575	EKN05_024575	IS630 family transposase	EKN05_024575 IS630 family transposase
EKN05_024580	EKN05_024580	hypothetical protein	EKN05_024580 hypothetical protein
EKN05_024620	EKN05_024620	IS3-like element ISSfl11 family transposase	EKN05_024620 IS3-like element ISSfl11 family transposase
EKN05_024625	EKN05_024625	hypothetical protein	EKN05_024625 hypothetical protein
EKN05_024630	EKN05_024630	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	EKN05_024630 EscU/YscU/HrcU family type III secretion system export apparatus switch protein
EKN05_024635	EKN05_024635	EscT/YscT/HrcT family type III secretion system export apparatus protein	EKN05_024635 EscT/YscT/HrcT family type III secretion system export apparatus protein
EKN05_024640	EKN05_024640	EscS/YscS/HrcS family type III secretion system export apparatus protein	EKN05_024640 EscS/YscS/HrcS family type III secretion system export apparatus protein
EKN05_024645	EKN05_024645	EscR/YscR/HrcR family type III secretion system export apparatus protein	EKN05_024645 EscR/YscR/HrcR family type III secretion system export apparatus protein
EKN05_024650	EKN05_024650	surface presentation of antigens protein SpaO	EKN05_024650 surface presentation of antigens protein SpaO
EKN05_024655	EKN05_024655	surface presentation of antigens protein SpaN	EKN05_024655 surface presentation of antigens protein SpaN
EKN05_024660	EKN05_024660	surface presentation of antigens protein SpaM	EKN05_024660 surface presentation of antigens protein SpaM
EKN05_024665	EKN05_024665	FliI/YscN family ATPase	EKN05_024665 FliI/YscN family ATPase
EKN05_024670	EKN05_024670	surface presentation of antigens protein SpaK	EKN05_024670 surface presentation of antigens protein SpaK
EKN05_024675	EKN05_024675	EscV/YscV/HrcV family type III secretion system export apparatus protein	EKN05_024675 EscV/YscV/HrcV family type III secretion system export apparatus protein
EKN05_024680	EKN05_024680	YopN family type III secretion system gatekeeper subunit	EKN05_024680 YopN family type III secretion system gatekeeper subunit
EKN05_024685	EKN05_024685	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	EKN05_024685 EscC/YscC/HrcC family type III secretion system outer membrane ring protein
EKN05_024690	EKN05_024690	helix-turn-helix domain-containing protein	EKN05_024690 helix-turn-helix domain-containing protein
EKN05_024695	EKN05_024695	AraC family transcriptional activator MxiE	EKN05_024695 AraC family transcriptional activator MxiE
EKN05_024700	EKN05_024700	Mxi-Spa secretion machinery protein MxiL	EKN05_024700 Mxi-Spa secretion machinery protein MxiL
EKN05_024705	EKN05_024705	MxiN	EKN05_024705 MxiN
EKN05_024710	EKN05_024710	type III secretion apparatus protein OrgA/MxiK	EKN05_024710 type III secretion apparatus protein OrgA/MxiK
EKN05_024715	EKN05_024715	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	EKN05_024715 EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein
EKN05_024720	EKN05_024720	protein MxiI	EKN05_024720 protein MxiI
EKN05_024725	EKN05_024725	type III secretion system needle complex protein	EKN05_024725 type III secretion system needle complex protein
EKN05_024730	EKN05_024730	protein MxiG	EKN05_024730 protein MxiG
EKN05_024735	EKN05_024735	protein IpgF	EKN05_024735 protein IpgF
EKN05_024740	EKN05_024740	type III secretion system chaperone	EKN05_024740 type III secretion system chaperone
EKN05_024745	EKN05_024745	type III secretion system effector inositol phosphate phosphatase	EKN05_024745 type III secretion system effector inositol phosphate phosphatase
EKN05_024750	EKN05_024750	hypothetical protein	EKN05_024750 hypothetical protein
EKN05_024755	EKN05_024755	Virulence protein IcsB	EKN05_024755 Virulence protein IcsB
EKN05_024760	EKN05_024760	chaperone protein IpgA	EKN05_024760 chaperone protein IpgA
EKN05_024765	EKN05_024765	protein IpgB	EKN05_024765 protein IpgB
EKN05_024775	EKN05_024775	type III secretion system needle tip complex protein SipB	EKN05_024775 type III secretion system needle tip complex protein SipB
EKN05_024780	EKN05_024780	IpaC/SipC family type III secretion system effector	EKN05_024780 IpaC/SipC family type III secretion system effector
EKN05_024790	EKN05_024790	invasin IpaA	EKN05_024790 invasin IpaA
EKN05_024795	EKN05_024795	acyl carrier protein	EKN05_024795 acyl carrier protein
EKN05_024800	EKN05_024800	Virulence regulon transcriptional activator VirB	EKN05_024800 Virulence regulon transcriptional activator VirB
